input_data,output_labels
"[[355.99967999999996, 780.9998400000001, 558.99936, 780.9998400000001, 558.99936, 1075.99968, 355.99967999999996, 1075.99968], [188.00064, 607.0005, 404.00064, 607.0005, 404.00064, 1080.00054, 188.00064, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(188.00064, 607.0005, 558.99936, 607.0005, 558.99936, 1080.00054, 188.00064, 1080.00054)"
"[[1180.00032, 574.0000200000001, 1203.0, 574.0000200000001, 1203.0, 613.99998, 1180.00032, 613.99998], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1399.00032, 605.00034, 1437.00096, 605.00034, 1437.00096, 704.0006999999999, 1399.00032, 704.0006999999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1448.00064, 597.99978, 1544.0006400000002, 597.99978, 1544.0006400000002, 717.99966, 1448.00064, 717.99966], [1457.00064, 538.00038, 1545.0, 538.00038, 1545.0, 690.00066, 1457.00064, 690.00066], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1448.00064, 538.00038, 1545.0, 538.00038, 1545.0, 717.99966, 1448.00064, 717.99966)"
"[[1546.00032, 588.00006, 1689.0, 588.00006, 1689.0, 783.99954, 1546.00032, 783.99954], [1564.00128, 541.00008, 1682.00064, 541.00008, 1682.00064, 725.9997600000002, 1564.00128, 725.9997600000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1546.00032, 541.00008, 1689.0, 541.00008, 1689.0, 783.99954, 1546.00032, 783.99954)"
"[[1105.99968, 577.0002600000001, 1190.9999999999998, 577.0002600000001, 1190.9999999999998, 723.00006, 1105.99968, 723.00006], [1113.0009599999998, 541.99962, 1183.00032, 541.99962, 1183.00032, 637.99974, 1113.0009599999998, 637.99974], [1010.00064, 530.00028, 1137.00096, 530.00028, 1137.00096, 801.00036, 1010.00064, 801.00036], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1010.00064, 530.00028, 1190.9999999999998, 530.00028, 1190.9999999999998, 801.00036, 1010.00064, 801.00036)"
"[[934.00032, 608.00004, 957.0, 608.00004, 957.0, 639.0003600000001, 934.00032, 639.0003600000001], [921.0009599999998, 528.0001199999999, 1020.0, 528.0001199999999, 1020.0, 712.9998, 921.0009599999998, 712.9998], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(921.0009599999998, 528.0001199999999, 1020.0, 528.0001199999999, 1020.0, 712.9998, 921.0009599999998, 712.9998)"
"[[936.0, 615.0000599999998, 1010.00064, 615.0000599999998, 1010.00064, 763.00002, 936.0, 763.00002], [921.0009599999998, 528.0001199999999, 1020.0, 528.0001199999999, 1020.0, 712.9998, 921.0009599999998, 712.9998], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(921.0009599999998, 528.0001199999999, 1020.0, 528.0001199999999, 1020.0, 763.00002, 921.0009599999998, 763.00002)"
"[[993.0, 634.9994999999999, 1140.99936, 634.9994999999999, 1140.99936, 864.9995399999999, 993.0, 864.9995399999999], [921.0009599999998, 528.0001199999999, 1020.0, 528.0001199999999, 1020.0, 712.9998, 921.0009599999998, 712.9998], [1010.00064, 530.00028, 1137.00096, 530.00028, 1137.00096, 801.00036, 1010.00064, 801.00036], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(921.0009599999998, 528.0001199999999, 1140.99936, 528.0001199999999, 1140.99936, 864.9995399999999, 921.0009599999998, 864.9995399999999)"
"[[596.00064, 603.99972, 709.0003199999999, 603.99972, 709.0003199999999, 762.9994800000001, 596.00064, 762.9994800000001], [690.0009600000001, 544.9998599999999, 910.00032, 544.9998599999999, 910.00032, 887.00022, 690.0009600000001, 887.00022], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(596.00064, 544.9998599999999, 910.00032, 544.9998599999999, 910.00032, 887.00022, 596.00064, 887.00022)"
"[[687.9993599999999, 664.99974, 906.0, 664.99974, 906.0, 973.99962, 687.9993599999999, 973.99962], [690.0009600000001, 544.9998599999999, 910.00032, 544.9998599999999, 910.00032, 887.00022, 690.0009600000001, 887.00022], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(687.9993599999999, 544.9998599999999, 910.00032, 544.9998599999999, 910.00032, 973.99962, 687.9993599999999, 973.99962)"
"[[1.0003200000000145, 847.00026, 478.00127999999995, 847.00026, 478.00127999999995, 1078.00038, 1.0003200000000145, 1078.00038], [0.9993600000000136, 616.99968, 263.99904, 616.99968, 263.99904, 1080.0, 0.9993600000000136, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(0.9993600000000136, 616.99968, 478.00127999999995, 616.99968, 478.00127999999995, 1080.0, 0.9993600000000136, 1080.0)"
"[[361.99968, 717.9996600000001, 967.9996799999999, 717.9996600000001, 967.9996799999999, 1077.9993, 361.99968, 1077.9993], [451.99967999999996, 472.00050000000005, 731.00064, 472.00050000000005, 731.00064, 1080.00054, 451.99967999999996, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(361.99968, 472.00050000000005, 967.9996799999999, 472.00050000000005, 967.9996799999999, 1080.00054, 361.99968, 1080.00054)"
"[[276.00096, 752.99976, 916.00032, 752.99976, 916.00032, 1077.99984, 276.00096, 1077.99984], [184.99967999999998, 606.00042, 794.0006400000001, 606.00042, 794.0006400000001, 1080.00054, 184.99967999999998, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(184.99967999999998, 606.00042, 916.00032, 606.00042, 916.00032, 1080.00054, 184.99967999999998, 1080.00054)"
"[[763.99968, 686.00034, 841.99968, 686.00034, 841.99968, 784.00062, 763.99968, 784.00062], [766.99968, 635.00058, 822.0, 635.00058, 822.0, 754.00038, 766.99968, 754.00038], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(763.99968, 635.00058, 841.99968, 635.00058, 841.99968, 784.00062, 763.99968, 784.00062)"
"[[1684.00032, 619.99992, 1714.00032, 619.99992, 1714.00032, 652.00032, 1684.00032, 652.00032], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1695.0009599999998, 622.00062, 1755.0009599999998, 622.00062, 1755.0009599999998, 710.0000999999999, 1695.0009599999998, 710.0000999999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[811.0012800000001, 748.99944, 1151.00064, 748.99944, 1151.00064, 1078.99992, 811.0012800000001, 1078.99992], [540.0009600000001, 500.00057999999996, 892.00032, 500.00057999999996, 892.00032, 1079.00046, 540.0009600000001, 1079.00046], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(540.0009600000001, 500.00057999999996, 1151.00064, 500.00057999999996, 1151.00064, 1079.00046, 540.0009600000001, 1079.00046)"
"[[1245.99936, 661.0005, 1598.99904, 661.0005, 1598.99904, 1078.00038, 1245.99936, 1078.00038], [1264.9996800000001, 499.0005, 1584.0, 499.0005, 1584.0, 1076.0002200000001, 1264.9996800000001, 1076.0002200000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1245.99936, 499.0005, 1598.99904, 499.0005, 1598.99904, 1078.00038, 1245.99936, 1078.00038)"
"[[851.00064, 765.00018, 1138.0003199999999, 765.00018, 1138.0003199999999, 1080.00054, 851.00064, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[408.99935999999997, 746.99982, 882.99936, 746.99982, 882.99936, 1077.9993, 408.99935999999997, 1077.9993], [483.00095999999996, 490.99985999999996, 1112.00064, 490.99985999999996, 1112.00064, 1075.0001399999999, 483.00095999999996, 1075.0001399999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(408.99935999999997, 490.99985999999996, 1112.00064, 490.99985999999996, 1112.00064, 1077.9993, 408.99935999999997, 1077.9993)"
"[[0.0009599999999743147, 595.00008, 892.0003200000001, 595.00008, 892.0003200000001, 1076.9997600000002, 0.0009599999999743147, 1076.9997600000002], [136.99968, 416.00034, 710.9990399999999, 416.00034, 710.9990399999999, 1080.00054, 136.99968, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(0.0009599999999743147, 416.00034, 892.0003200000001, 416.00034, 892.0003200000001, 1080.00054, 0.0009599999999743147, 1080.00054)"
"[[946.00032, 898.00002, 1756.00032, 898.00002, 1756.00032, 1080.00054, 946.00032, 1080.00054], [1160.00064, 607.0005, 1412.0006400000002, 607.0005, 1412.0006400000002, 1080.00054, 1160.00064, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(946.00032, 607.0005, 1756.00032, 607.0005, 1756.00032, 1080.00054, 946.00032, 1080.00054)"
"[[186.00000000000003, 671.00076, 342.0, 671.00076, 342.0, 908.00028, 186.00000000000003, 908.00028], [198.99936, 562.0001400000001, 339.0, 562.0001400000001, 339.0, 878.0005799999999, 198.99936, 878.0005799999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(186.00000000000003, 562.0001400000001, 342.0, 562.0001400000001, 342.0, 908.00028, 186.00000000000003, 908.00028)"
"[[282.0, 659.99934, 433.00032, 659.99934, 433.00032, 811.99962, 282.0, 811.99962], [198.99936, 562.0001400000001, 339.0, 562.0001400000001, 339.0, 878.0005799999999, 198.99936, 878.0005799999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(198.99936, 562.0001400000001, 433.00032, 562.0001400000001, 433.00032, 878.0005799999999, 198.99936, 878.0005799999999)"
"[[529.9996800000001, 659.9998800000001, 675.0, 659.9998800000001, 675.0, 821.99988, 529.9996800000001, 821.99988], [585.0009600000001, 576.0001799999999, 655.00032, 576.0001799999999, 655.00032, 779.00022, 585.0009600000001, 779.00022], [488.00064, 570.99978, 615.0009600000001, 570.99978, 615.0009600000001, 800.99982, 488.00064, 800.99982], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(488.00064, 570.99978, 675.0, 570.99978, 675.0, 821.99988, 488.00064, 821.99988)"
"[[620.9990399999999, 631.9997999999999, 670.99968, 631.9997999999999, 670.99968, 687.99996, 620.9990399999999, 687.99996], [585.0009600000001, 576.0001799999999, 655.00032, 576.0001799999999, 655.00032, 779.00022, 585.0009600000001, 779.00022], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(585.0009600000001, 576.0001799999999, 670.99968, 576.0001799999999, 670.99968, 779.00022, 585.0009600000001, 779.00022)"
"[[886.9986980000001, 575.9996400000001, 935.9995660000001, 575.9996400000001, 935.9995660000001, 682.99956, 886.9986980000001, 682.99956], [887.000619, 549.99972, 944.0005310000001, 549.99972, 944.0005310000001, 690.0001199999999, 887.000619, 690.0001199999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(886.9986980000001, 549.99972, 944.0005310000001, 549.99972, 944.0005310000001, 690.0001199999999, 886.9986980000001, 690.0001199999999)"
"[[301.00052949999997, 625.9993199999999, 367.0003265, 625.9993199999999, 367.0003265, 710.9996400000001, 301.00052949999997, 710.9996400000001], [285.99944050000005, 572.9999399999999, 351.9992375, 572.9999399999999, 351.9992375, 691.99974, 285.99944050000005, 691.99974], [194.998789, 565.99938, 382.999375, 565.99938, 382.999375, 932.9995799999999, 194.998789, 932.9995799999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(194.998789, 565.99938, 382.999375, 565.99938, 382.999375, 932.9995799999999, 194.998789, 932.9995799999999)"
"[[159.00020949999998, 649.0000799999999, 399.00034450000004, 649.0000799999999, 399.00034450000004, 915.9998400000001, 159.00020949999998, 915.9998400000001], [285.99944050000005, 572.9999399999999, 351.9992375, 572.9999399999999, 351.9992375, 691.99974, 285.99944050000005, 691.99974], [194.998789, 565.99938, 382.999375, 565.99938, 382.999375, 932.9995799999999, 194.998789, 932.9995799999999], [128.00007200000002, 550.9998, 220.000604, 550.9998, 220.000604, 734.9993999999999, 128.00007200000002, 734.9993999999999], [1.0008410000000145, 599.0003999999999, 332.000667, 599.0003999999999, 332.000667, 1078.99992, 1.0008410000000145, 1078.99992], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1.0008410000000145, 550.9998, 399.00034450000004, 550.9998, 399.00034450000004, 1078.99992, 1.0008410000000145, 1078.99992)"
"[[77.0004035, 626.99994, 228.0006085, 626.99994, 228.0006085, 802.9999799999999, 77.0004035, 802.9999799999999], [194.998789, 565.99938, 382.999375, 565.99938, 382.999375, 932.9995799999999, 194.998789, 932.9995799999999], [128.00007200000002, 550.9998, 220.000604, 550.9998, 220.000604, 734.9993999999999, 128.00007200000002, 734.9993999999999], [1.0008410000000145, 599.0003999999999, 332.000667, 599.0003999999999, 332.000667, 1078.99992, 1.0008410000000145, 1078.99992], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1.0008410000000145, 550.9998, 382.999375, 550.9998, 382.999375, 1078.99992, 1.0008410000000145, 1078.99992)"
"[[49.000868000000004, 725.99976, 377.000092, 725.99976, 377.000092, 1078.99992, 49.000868000000004, 1078.99992], [194.998789, 565.99938, 382.999375, 565.99938, 382.999375, 932.9995799999999, 194.998789, 932.9995799999999], [1.0008410000000145, 599.0003999999999, 332.000667, 599.0003999999999, 332.000667, 1078.99992, 1.0008410000000145, 1078.99992], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1.0008410000000145, 565.99938, 382.999375, 565.99938, 382.999375, 1078.99992, 1.0008410000000145, 1078.99992)"
"[[732.0000000000001, 754.99992, 1137.00096, 754.99992, 1137.00096, 1080.0, 732.0000000000001, 1080.0], [528.9993600000001, 508.99968, 1115.99904, 508.99968, 1115.99904, 1076.9997600000002, 528.9993600000001, 1076.9997600000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(528.9993600000001, 508.99968, 1137.00096, 508.99968, 1137.00096, 1080.0, 528.9993600000001, 1080.0)"
"[[677.99904, 719.99982, 762.9993599999999, 719.99982, 762.9993599999999, 975.99978, 677.99904, 975.99978], [671.00064, 618.99984, 775.00128, 618.99984, 775.00128, 882.9993600000001, 671.00064, 882.9993600000001], [700.0003199999999, 740.00034, 967.00128, 740.00034, 967.00128, 1079.0004600000002, 700.0003199999999, 1079.0004600000002], [713.9999999999999, 621.0000000000001, 951.00096, 621.0000000000001, 951.00096, 1073.99952, 713.9999999999999, 1073.99952], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(671.00064, 618.99984, 967.00128, 618.99984, 967.00128, 1079.0004600000002, 671.00064, 1079.0004600000002)"
"[[677.9999999999999, 745.99974, 975.9993599999998, 745.99974, 975.9993599999998, 1079.99946, 677.9999999999999, 1079.99946], [872.0006400000001, 618.0002999999999, 956.00064, 618.0002999999999, 956.00064, 794.0003399999999, 872.0006400000001, 794.0003399999999], [671.00064, 618.99984, 775.00128, 618.99984, 775.00128, 882.9993600000001, 671.00064, 882.9993600000001], [700.0003199999999, 740.00034, 967.00128, 740.00034, 967.00128, 1079.0004600000002, 700.0003199999999, 1079.0004600000002], [713.9999999999999, 621.0000000000001, 951.00096, 621.0000000000001, 951.00096, 1073.99952, 713.9999999999999, 1073.99952], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(671.00064, 618.0002999999999, 975.9993599999998, 618.0002999999999, 975.9993599999998, 1079.99946, 671.00064, 1079.99946)"
"[[276.00096, 909.9998999999999, 479.00064000000003, 909.9998999999999, 479.00064000000003, 1078.99938, 276.00096, 1078.99938], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[893.0006400000001, 664.99974, 966.00096, 664.99974, 966.00096, 787.9998599999999, 893.0006400000001, 787.9998599999999], [886.00032, 609.99966, 959.00064, 609.99966, 959.00064, 704.9997, 886.00032, 704.9997], [872.0006400000001, 618.0002999999999, 956.00064, 618.0002999999999, 956.00064, 794.0003399999999, 872.0006400000001, 794.0003399999999], [700.0003199999999, 740.00034, 967.00128, 740.00034, 967.00128, 1079.0004600000002, 700.0003199999999, 1079.0004600000002], [713.9999999999999, 621.0000000000001, 951.00096, 621.0000000000001, 951.00096, 1073.99952, 713.9999999999999, 1073.99952], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(700.0003199999999, 609.99966, 967.00128, 609.99966, 967.00128, 1079.0004600000002, 700.0003199999999, 1079.0004600000002)"
"[[910.99968, 647.99946, 944.99904, 647.99946, 944.99904, 661.9995000000001, 910.99968, 661.9995000000001], [886.00032, 609.99966, 959.00064, 609.99966, 959.00064, 704.9997, 886.00032, 704.9997], [872.0006400000001, 618.0002999999999, 956.00064, 618.0002999999999, 956.00064, 794.0003399999999, 872.0006400000001, 794.0003399999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(872.0006400000001, 609.99966, 959.00064, 609.99966, 959.00064, 794.0003399999999, 872.0006400000001, 794.0003399999999)"
"[[1851.0, 540.00054, 1914.00096, 540.00054, 1914.00096, 710.0001000000001, 1851.0, 710.0001000000001], [1847.99904, 396.00035999999994, 1915.99968, 396.00035999999994, 1915.99968, 578.99988, 1847.99904, 578.99988], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1847.99904, 396.00035999999994, 1915.99968, 396.00035999999994, 1915.99968, 710.0001000000001, 1847.99904, 710.0001000000001)"
"[[204.99936, 792.00018, 601.99968, 792.00018, 601.99968, 1079.00046, 204.99936, 1079.00046], [1.0003200000000145, 526.0005, 332.00064, 526.0005, 332.00064, 1078.00038, 1.0003200000000145, 1078.00038], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1.0003200000000145, 526.0005, 601.99968, 526.0005, 601.99968, 1079.00046, 1.0003200000000145, 1079.00046)"
