input_data	output_labels
[[0.611719, 0.492593, 0.025521, 0.068519], [0.548438, 0.634722, 0.133333, 0.382407], [0.549479, 0.698148, 0.153125, 0.485185]]	(-12131.319017685291, -5222.22475615595, 49.000319999999874, 61.49982, -21.100180000000023, -104.00069999999994, -0.0006999999999379725)
[[0.667708, 0.480093, 0.020833, 0.069444]]	(-2605.604987684729, -1038.4367302955666, 39.99936000000025, 74.99932000000007, -0.0006799999999316242, -75.00020000000006, -0.00020000000006348273)
[[0.93099, 0.775926, 0.135937, 0.437037], [0.928385, 0.608333, 0.109896, 0.348148], [0.798698, 0.72963, 0.268229, 0.535185]]	(3007.362805750538, 1163.3510285037812, 260.9990399999999, 334.79989999999987, -96.60010000000011, -664.8000599999998, -5.999999984851456e-05)
[[0.807031, 0.866667, 0.340104, 0.262963], [0.928385, 0.608333, 0.109896, 0.348148], [0.798698, 0.72963, 0.268229, 0.535185]]	(27472.359958310408, 11480.369888628775, 652.9996799999999, 283.99966000000006, -259.10033999999996, -599.20038, -0.00037999999995008693)
[[0.54401, 0.792593, 0.128646, 0.396296], [0.548438, 0.634722, 0.133333, 0.382407], [0.549479, 0.698148, 0.153125, 0.485185]]	(9270.139451192083, 6080.582995951417, 247.0003200000001, 427.99940000000004, -164.00059999999996, -592.00028, -0.000279999999975189)
[[0.816762, 0.850463, 0.213431, 0.297222], [0.847215, 0.781944, 0.132743, 0.432407]]	(-6309.449847400352, -2898.5266958744533, 410.00095099999976, 319.99984000000006, -16.30015999999989, -531.7999199999999, -0.9999199999999746)
[[0.798177, 0.618519, 0.040104, 0.040741]]	(-4979.2963113422165, -2701.4329704257393, 76.99967999999967, 433.99961999999994, -4.000380000000064, -48.00066000000004, 389.99933999999996)
[[0.785417, 0.630556, 0.021875, 0.057407], [0.736979, 0.797685, 0.116667, 0.40463]]	(-4979.2963113422165, -2701.4329704257393, 42.00000000000023, 429.99929999999995, -8.000700000000052, -70.00026000000003, 367.99974)
[[0.142187, 0.85463, 0.232292, 0.287037], [0.15599, 0.801389, 0.086979, 0.397222], [0.097135, 0.7875, 0.089063, 0.419444]]	(-302.3718270322532, -559.9410549578223, 446.0006400000001, 311.99958000000004, -245.40041999999994, -320.8003799999999, 1.99962000000005)
[[0.03724, 0.924074, 0.073438, 0.15], [0.097135, 0.7875, 0.089063, 0.419444]]	(-10.241887239686212, -71.90958857723348, 141.00096000000002, 161.00008000000003, -0.9999199999999746, -162.99991999999997, -0.9999199999999746)
[[0.732292, 0.865278, 0.188542, 0.265741], [0.736979, 0.797685, 0.116667, 0.40463]]	(-4979.2963113422165, -2701.4329704257393, 362.00064, 288.9999, -149.00009999999997, -436.00037999999995, 1.99962000000005)
[[0.064062, 0.612037, 0.035417, 0.055556], [0.044792, 0.64537, 0.030208, 0.118519]]	(-22.3371215493111, -92.80713727584741, 68.00064, 60.00027999999986, -33.99972000000014, -94.00020000000006, -0.00020000000006348273)
[[0.027083, 0.755556, 0.053125, 0.188889], [0.044792, 0.64537, 0.030208, 0.118519], [0.02474, 0.681019, 0.048438, 0.178704]]	(-24.808464385079457, -189.88743867320085, 102.0, 203.99958000000004, -75.00041999999996, -279.00054, -49.90053999999998)
[[0.141406, 0.881481, 0.199479, 0.237037], [0.142187, 0.771296, 0.125, 0.457407]]	(-1008.4386422976502, -1816.0626631853786, 382.99968, 255.0005, -238.9995, -494.99946, -0.9994599999999991)
[[0.535417, 0.653241, 0.032292, 0.087963], [0.536719, 0.605556, 0.029687, 0.092593]]	(-1974.4850407656859, -1265.0501417936903, 62.000639999999976, 94.99974000000009, -54.00025999999991, -149.00029999999992, -0.00029999999992469384)
[[0.176563, 0.933796, 0.282292, 0.132407], [0.157552, 0.815741, 0.302604, 0.368519]]	(-132.61796936817808, -214.96770222690785, 542.0006400000001, 142.00009999999997, -478.1999, -175.59946000000002, -0.9994599999999991)
[[0.932292, 0.628241, 0.023958, 0.056481]]	(-3294.6799530816807, -1203.0215824269567, 45.9993599999998, 60.99946, -33.00054, -94.00002000000006, -2.0000000063191692e-05)
[[0.470573, 0.797685, 0.429688, 0.40463], [0.558073, 0.674537, 0.461979, 0.641667]]	(4234.083105933499, 1310.707198573304, 825.0009600000003, 437.0004, 122.20040000000006, -972.4, 0.0)
[[0.335677, 0.85787, 0.243229, 0.280556], [0.398438, 0.749537, 0.323958, 0.497222]]	(-2630.16825849015, -1814.1354633190379, 466.99968, 302.00064, 29.10064, -662.3998399999999, -0.9998399999999492)
[[0.469547, 0.59213, 0.022905, 0.067593], [0.471109, 0.573611, 0.030193, 0.121296]]	(-1521.1316125408496, -982.363893995098, 44.000504999999976, 72.99982, -61.00018, -134.00062000000003, -0.0006200000000262662)
[[0.904737, 0.573148, 0.010411, 0.025926]]	(-6105.582576542538, -2731.8525019808644, 19.999530999999934, 475.00019999999995, 148.8001999999999, -90.59987999999998, 447.00012000000004)
[[0.941697, 0.593981, 0.040604, 0.058333]]	(-6105.582576542538, -2731.8525019808644, 78.00028400000019, 470.00034000000005, 143.80034, -130.59929999999997, 407.00070000000005)
[[0.836023, 0.855556, 0.230088, 0.27963], [0.863352, 0.795833, 0.136908, 0.400926]]	(-6105.582576542538, -2731.8525019808644, 441.99904800000013, 306.99972, -19.20028000000002, -532.6006800000001, 4.999319999999898)
[[0.331771, 0.724537, 0.172917, 0.323148], [0.357292, 0.621296, 0.11875, 0.442593], [0.483333, 0.70787, 0.230208, 0.584259]]	(5094.365586829288, 4197.037353099935, 332.00064, 347.99996, -118.20004, -588.3998799999999, -0.9998799999999619)
[[0.483854, 0.85, 0.359375, 0.3], [0.357292, 0.621296, 0.11875, 0.442593], [0.483333, 0.70787, 0.230208, 0.584259]]	(2335.4222334320016, 1528.0433562803778, 689.9999999999999, 324.0, -452.3, -493.0, 0.0)
[[0.832031, 0.801852, 0.335938, 0.396296], [0.744271, 0.701389, 0.130208, 0.497222], [0.878906, 0.731019, 0.165104, 0.537963]]	(8257.935884381994, 3485.322054119244, 645.0009600000001, 427.99968, -232.50032, -539.3, 0.0)
[[0.312077, 0.691204, 0.145237, 0.269444], [0.248568, 0.775463, 0.125455, 0.449074]]	(-329.1118229903896, -339.59167101244134, 279.0002769999999, 269.99943999999994, 50.999439999999936, -240.00008000000003, -21.000080000000025)
[[0.352681, 0.659259, 0.146278, 0.262963], [0.43493, 0.599537, 0.041124, 0.152778], [0.248568, 0.775463, 0.125455, 0.449074]]	(-340.01266456111824, -309.46140435911065, 281.000038, 272.00030000000004, 77.00030000000004, -206.9997400000001, -11.999740000000088)
[[0.37923, 0.644444, 0.095263, 0.137037], [0.43493, 0.599537, 0.041124, 0.152778]]	(-383.226854900511, -324.8081270193356, 183.0002229999999, 147.00045999999998, -0.9995400000000245, -148.9995, -0.9995000000000118)
[[0.390161, 0.611111, 0.075482, 0.142593], [0.43493, 0.599537, 0.041124, 0.152778]]	(-225.45257318170283, -190.44014555604252, 145.00092200000006, 154.00034000000005, 67.00034000000005, -87.00009999999997, -9.999999997489795e-05)
[[0.403175, 0.593056, 0.041124, 0.076852], [0.43493, 0.599537, 0.041124, 0.152778]]	(-448.60192817191637, -353.4188622313806, 78.99920400000008, 82.99959999999987, -0.00040000000012696546, -83.00055999999995, -0.000559999999950378)
[[0.503904, 0.636574, 0.045809, 0.163889], [0.50885, 0.618519, 0.04633, 0.192593], [0.480219, 0.641667, 0.076523, 0.224074]]	(-2703.183574879227, -1802.572463768116, 87.99908899999991, 176.00014, -38.99986000000001, -215.99997999999994, -0.9999799999999368)
[[0.479958, 0.695833, 0.071838, 0.228704], [0.50885, 0.618519, 0.04633, 0.192593], [0.480219, 0.641667, 0.076523, 0.224074], [0.43493, 0.599537, 0.041124, 0.152778]]	(-2480.3871268656717, -1822.7087220149253, 138.00079800000003, 246.00051999999994, -46.99948000000006, -293.99980000000005, -0.9998000000000502)
[[0.433108, 0.628241, 0.040604, 0.128704], [0.480219, 0.641667, 0.076523, 0.224074], [0.43493, 0.599537, 0.041124, 0.152778]]	(-1564.2082474226804, -1181.6865979381444, 78.00028399999997, 138.99987999999996, -41.00012000000004, -180.00044000000003, -0.00044000000002597517)
[[0.758459, 0.684722, 0.068714, 0.193519], [0.743363, 0.615278, 0.043727, 0.189815], [0.761843, 0.631019, 0.066111, 0.197222]]	(-5601.7385392385395, -2587.8195415695413, 131.9995939999999, 209.0005, -69.99950000000001, -279.00002000000006, -2.0000000063191692e-05)
[[0.947423, 0.648611, 0.049974, 0.115741]]	(-2788.4237292009434, -1045.4722069848208, 96.00005400000009, 125.00026000000003, 34.90026, -126.00002000000006, -2.0000000063191692e-05)
[[0.21265, 0.856944, 0.249349, 0.282407], [0.248568, 0.775463, 0.125455, 0.449074], [0.152525, 0.786574, 0.144716, 0.426852]]	(-2044.0909209264044, -2534.8059074810494, 478.999429, 307.00026, -76.49973999999997, -635.1993000000002, 2.0006999999998243)
[[0.446642, 0.617593, 0.020822, 0.072222], [0.452629, 0.588889, 0.028631, 0.159259]]	(-1986.3242953431372, -1417.3602175245098, 39.99906199999998, 77.99944000000005, -71.00055999999995, -149.00032, -0.00031999999998788553)
[[0.457314, 0.628241, 0.03696, 0.093519], [0.452629, 0.588889, 0.028631, 0.159259]]	(-1986.3242953431372, -1417.3602175245098, 71.00015999999994, 77.99997999999994, -71.00002000000006, -172.00054, -23.00054)
[[0.428943, 0.565741, 0.017699, 0.033333]]	(-1986.3242953431372, -1417.3602175245098, 33.99977899999999, 112.99954000000002, -36.000459999999975, -72.00010000000009, 76.99989999999991)
[[0.811036, 0.851389, 0.225924, 0.29537], [0.834721, 0.79213, 0.144196, 0.415741]]	(-8960.369343003722, -3951.585157793556, 434.0000040000002, 319.9996800000001, -6.4003199999998515, -598.09992, 1.0000800000000254)
[[0.043727, 0.613426, 0.061426, 0.113889], [0.046851, 0.575463, 0.042686, 0.141667], [0.012233, 0.672222, 0.023425, 0.274074]]	(-26.058263984503803, -108.07018710199674, 117.99934600000002, 122.99997999999994, -10.500020000000063, -228.60014, -19.60014000000001)
[[0.153826, 0.642593, 0.056741, 0.127778], [0.161635, 0.593519, 0.038001, 0.124074], [0.143155, 0.599074, 0.046851, 0.12963], [0.19443, 0.625926, 0.03696, 0.192593]]	(-184.5469696969697, -353.494696969697, 108.99946099999997, 137.99968, -51.00031999999999, -189.00055999999995, -0.000559999999950378)
[[0.273295, 0.637963, 0.032275, 0.094444], [0.263665, 0.582407, 0.028631, 0.133333]]	(-358.2662702268548, -413.6544400354645, 62.00027499999982, 100.99972000000002, -86.00027999999998, -162.59979999999996, -22.399799999999914)
[[0.195211, 0.649074, 0.071838, 0.155556], [0.161635, 0.593519, 0.038001, 0.124074], [0.143155, 0.599074, 0.046851, 0.12963], [0.19443, 0.625926, 0.03696, 0.192593]]	(-125.50921662919353, -191.41665241757946, 138.00079799999997, 185.80031999999994, -103.09968000000003, -169.60016000000007, -37.40016000000003)
[[0.026549, 0.718981, 0.052056, 0.212037], [0.046851, 0.575463, 0.042686, 0.141667], [0.012233, 0.672222, 0.023425, 0.274074]]	(-15.127492875598879, -117.89410901774126, 99.99957599999999, 228.0005, -96.99950000000001, -216.09946000000002, -38.399459999999976)
[[0.370052, 0.533796, 0.010937, 0.017593]]	(64989.33556127472, 41505.370085721406, 20.999039999999923, 513.0005399999999, 269.20053999999993, -349.9999, 494.0001)
[[0.820573, 0.668981, 0.042188, 0.097222], [0.81901, 0.638426, 0.039062, 0.230556], [0.838021, 0.584722, 0.035417, 0.128704]]	(-1842.7115694131742, -691.5302039231785, 81.00095999999985, 37.0003999999999, -122.69960000000015, -202.29935999999998, -67.99936000000002)
[[0.347396, 0.85463, 0.372917, 0.288889], [0.34349, 0.764815, 0.141146, 0.47037]]	(64989.33556127472, 41505.370085721406, 716.00064, 312.99965999999995, 69.19966, -843.00046, 0.9995400000000245)
[[0.916146, 0.762963, 0.166667, 0.468519], [0.926302, 0.676852, 0.123438, 0.646296]]	(8473.192174314347, 3227.6724749472573, 320.0006400000002, 509.00022, -188.99978, -695.0002999999999, 2.9997000000000753)
[[0.509115, 0.868056, 0.174479, 0.263889], [0.35599, 0.711574, 0.183854, 0.576852]]	(22691.46858288967, 17497.09631905455, 334.99968, 284.9995799999999, -428.1004200000001, -412.10054, -0.0005400000000008731)
[[0.948177, 0.535185, 0.084896, 0.203704], [0.96849, 0.410648, 0.026562, 0.093519], [0.961719, 0.471759, 0.043229, 0.200926], [0.940365, 0.475, 0.070312, 0.209259]]	(-2033.260372275777, -557.8139410831485, 163.00032000000033, 242.20036000000005, -74.19963999999999, -301.3999600000001, -49.099960000000124)
[[0.716927, 0.39537, 0.015104, 0.016667]]	(6175.364649089463, 2757.2014910228886, 28.9996799999999, 662.00058, 125.10058000000004, -178.19977999999998, 644.00022)
[[0.270573, 0.477778, 0.034896, 0.040741]]	(-392.245510658152, -352.3755830665738, 67.0003200000001, 43.999900000000025, -9.100099999999998, -93.20037999999994, -0.00037999999995008693)
[[0.244531, 0.487963, 0.019271, 0.038889]]	(-470.10380279945497, -508.1269044964697, 37.00031999999999, 42.000020000000006, -24.999979999999994, -67.00009999999997, -9.999999997489795e-05)
[[0.057813, 0.53287, 0.034375, 0.063889], [0.05651, 0.515741, 0.030729, 0.1]]	(-28.634292289988494, -110.7590333716916, 65.99999999999999, 70.00046000000009, -37.99953999999991, -106.99965999999995, 1.000340000000051)
[[0.688542, 0.788889, 0.180208, 0.422222], [0.692708, 0.68287, 0.164583, 0.534259]]	(6175.364649089463, 2757.2014910228886, 345.9993599999998, 455.99976000000015, -80.90023999999983, -822.2, 0.0)
[[0.309635, 0.855093, 0.207813, 0.286111], [0.474479, 0.665741, 0.205208, 0.659259]]	(2877.013724483216, 1702.6006378524207, 399.0009600000001, 308.9995, -128.6005, -843.4003799999999, -0.00037999999995008693)
[[0.84401, 0.781481, 0.309896, 0.433333], [0.924219, 0.713426, 0.148438, 0.567593]]	(-12460.199233434105, -4810.929188594447, 595.0003199999999, 467.00034000000005, 174.30034, -676.2992999999999, -0.9992999999999483)
[[0.486979, 0.838889, 0.48125, 0.314815], [0.54974, 0.682407, 0.186979, 0.611111]]	(3459.174106458126, 1695.578493679248, 924.0000000000002, 343.99998000000005, -101.20002, -792.4002200000001, 3.9997799999998733)
[[0.865625, 0.749074, 0.1625, 0.32037], [0.816146, 0.626389, 0.057292, 0.334259], [0.851302, 0.665741, 0.111979, 0.425926], [0.865365, 0.667593, 0.043229, 0.285185]]	(1981.8653182712358, 852.2283918934849, 312.0000000000002, 211.29987999999992, -198.20012000000003, -438.19972000000007, 29.30027999999993)
[[0.556771, 0.802315, 0.133333, 0.39537], [0.5625, 0.64537, 0.141667, 0.414815], [0.56849, 0.715741, 0.177604, 0.514815]]	(8359.216916570549, 5423.705959246444, 255.99936000000002, 426.9996, -181.0004, -608.0, 0.0)
[[0.64974, 0.439352, 0.015104, 0.017593]]	(6936.735094317619, 4295.0972112889585, 28.999680000000126, 613.00006, 5.99999999622014e-05, -19.000380000000007, 593.99962)
[[0.128646, 0.518519, 0.034375, 0.061111], [0.114583, 0.477778, 0.033333, 0.096296], [0.10599, 0.491204, 0.068229, 0.117593]]	(-160.67230933998306, -305.9734410716284, 65.99999999999994, 65.9994200000001, -65.0005799999999, -131.00045999999986, -0.0004599999998617932)
[[0.2, 0.55787, 0.073958, 0.108333], [0.195312, 0.539815, 0.073958, 0.190741]]	(-175.23863763756594, -226.01584636479092, 141.99935999999997, 162.30021999999997, -94.79978, -136.99942, -0.9994199999999864)
[[0.133854, 0.528241, 0.046875, 0.050926], [0.114583, 0.477778, 0.033333, 0.096296], [0.10599, 0.491204, 0.068229, 0.117593]]	(-160.67230933998306, -305.9734410716284, 90.0, 49.99976000000004, -81.00023999999996, -136.00032, -5.000319999999988)
[[0.06875, 0.531019, 0.015625, 0.023148]]	(-27.076789694941215, -55.99925545819716, 29.999999999999986, 84.99939999999992, -78.00060000000008, -103.00044000000003, 17.19956000000002)
[[0.023698, 0.49537, 0.021354, 0.040741], [0.024219, 0.493519, 0.047396, 0.092593]]	(1.178247453051473, 8.948773861764288, 40.99968, 123.00054, -61.69945999999999, -18.39973999999995, 55.80025999999998)
[[0.56875, 0.791667, 0.160417, 0.412963], [0.563281, 0.71713, 0.172396, 0.565741]]	(6936.735094317619, 4295.0972112889585, 308.0006400000002, 445.99965999999995, -167.00034000000005, -613.00038, -0.00037999999995008693)
[[0.611198, 0.638426, 0.073438, 0.232407], [0.615365, 0.547685, 0.070312, 0.236111], [0.684896, 0.706019, 0.132292, 0.541667]]	(2148.3558185900083, 1066.49835319638, 141.0009600000003, 180.49969999999996, -29.800299999999993, -442.4998600000001, 34.6001399999999)
[[0.688542, 0.779167, 0.153125, 0.439815], [0.615365, 0.547685, 0.070312, 0.236111], [0.684896, 0.706019, 0.132292, 0.541667]]	(1622.163249828366, 893.540553960925, 294.0, 302.09974, -188.00026000000003, -578.0004600000002, 0.9995399999997971)
[[0.876042, 0.930556, 0.247917, 0.138889], [0.864583, 0.73287, 0.160417, 0.534259]]	(20993.78824737718, 7836.587519216263, 476.00064, 149.99957999999992, -298.7004200000001, -726.60054, -0.0005400000000008731)
[[0.238802, 0.612963, 0.071354, 0.172222], [0.244792, 0.549074, 0.061458, 0.192593]]	(-268.17780120274244, -301.9877433341582, 136.9996799999999, 206.39983999999993, -70.90016000000003, -274.69991999999996, -54.499919999999975)
[[0.046354, 0.705556, 0.040625, 0.085185], [0.018229, 0.624074, 0.035417, 0.27963]]	(-10.212257327946949, -60.60310268941085, 78.00000000000001, 91.9994200000001, -154.0005799999999, -97.40037999999993, -0.00037999999995008693)
[[0.226042, 0.774537, 0.254167, 0.449074], [0.171615, 0.587963, 0.120313, 0.361111], [0.266927, 0.610648, 0.095312, 0.437963]]	(718.2698105437123, 796.7745106299782, 488.00064, 354.1, -155.8, -671.09992, 1.0000800000000254)
[[0.713021, 0.778704, 0.397917, 0.438889], [0.852083, 0.639815, 0.292708, 0.714815]]	(-35343.50353300645, -11910.944771370741, 764.0006400000002, 473.99974, 276.89973999999995, -861.9003799999999, -0.00037999999995008693)
[[0.728646, 0.635648, 0.036458, 0.065741]]	(-2661.394410332129, -1215.702116002644, 69.99936000000025, 55.700300000000084, -53.99969999999996, -124.99998000000005, -8.099980000000073)
[[0.876823, 0.872685, 0.239063, 0.250926], [0.861979, 0.796296, 0.191667, 0.405556]]	(-30708.75397394134, -11545.626233197721, 459.0009600000001, 271.00023999999996, -25.399760000000015, -714.8998399999999, 0.00016000000005078618)
[[0.474219, 0.618056, 0.029687, 0.062037]]	(-1474.7942891314099, -1014.6024069367619, 56.999040000000036, 56.29949999999985, -32.0005000000001, -99.00045999999998, -0.00045999999997548)
[[0.448177, 0.848148, 0.200521, 0.296296], [0.30625, 0.715278, 0.160417, 0.569444]]	(2296.4215584735243, 1509.3208537396858, 385.0003200000001, 319.0, -104.0, -771.4996800000001, -0.9996800000001258)
[[0.389844, 0.650926, 0.173437, 0.238889], [0.383854, 0.596296, 0.061458, 0.333333], [0.429427, 0.595833, 0.069271, 0.352778]]	(3818.9915835262645, 2612.1684872640485, 332.9990399999999, 258.99997999999994, -37.50002000000006, -475.10014, 59.79985999999997)
[[0.451823, 0.805093, 0.183854, 0.387963], [0.383854, 0.596296, 0.061458, 0.333333], [0.429427, 0.595833, 0.069271, 0.352778], [0.55625, 0.738889, 0.123958, 0.511111]]	(4885.536604333102, 1918.3236306961653, 352.99968, 418.99958000000004, 130.39958000000001, -952.20046, -0.00045999999997548)
[[0.521875, 0.643981, 0.011458, 0.012037]]	(-313.08340975896533, -214.85813051146386, 21.99935999999991, 12.000499999999988, -0.9995000000000118, -13.999460000000113, -0.9994600000001128)
[[0.455729, 0.788426, 0.082292, 0.20463], [0.502344, 0.659259, 0.035937, 0.135185], [0.483073, 0.658796, 0.033854, 0.125], [0.447396, 0.7375, 0.051042, 0.258333], [0.394271, 0.784722, 0.060417, 0.278704]]	(-513.5794261751165, -417.11595331077865, 158.0006400000001, 251.30012, -83.99987999999996, -305.00028, -76.60028)
